row ID,id,time,atoms,cores,timesteps,outfreq,task,utime,Prediction (utime)
203,4967.0,0.11464968152866242,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19137803821765026,0.1910812418897883
204,4968.0,0.1178343949044586,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19138659281200207,0.19107915430531827
205,4969.0,0.12101910828025478,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19138231551482618,0.19107608443115312
206,4970.0,0.12420382165605096,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19138766213629604,0.1910721075422745
207,4971.0,0.12738853503184713,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19130211619277776,0.19106729845366535
208,4972.0,0.1305732484076433,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1914871092956361,0.19106173121957226
209,4973.0,0.1337579617834395,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19130853213854163,0.19105547886174054
210,4974.0,0.13694267515923567,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1913748302447683,0.19104861312115082
211,4975.0,0.14012738853503184,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1914315044323492,0.1910412042289373
212,4976.0,0.14331210191082802,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19134916646171285,0.19103332069313517
213,4977.0,0.1464968152866242,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1913758995690623,0.19102502909868388
214,4978.0,0.14968152866242038,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1913855234877081,0.1910163939187492
215,4979.0,0.15286624203821658,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19134916646171285,0.19100747733594858
216,4980.0,0.15605095541401276,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19132243335436336,0.19099833907249755
217,4981.0,0.15923566878980894,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19137055294759242,0.19098903622863905
218,4982.0,0.16242038216560511,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19138659281200207,0.19097962312902284
219,4983.0,0.1656050955414013,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19142508848658532,0.19097015117693494
220,4984.0,0.16878980891719747,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19132777997583325,0.19096066871649625
221,4985.0,0.17197452229299365,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19140263267641178,0.19095122090311054
222,4986.0,0.17515923566878983,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19137910754194423,0.19094184958258845
223,4987.0,0.178343949044586,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19140477132499972,0.1909325931794946
224,4988.0,0.18152866242038218,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19155126875327477,0.19092348659534691
225,4989.0,0.18471337579617836,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19136306767753455,0.19091456111737162
226,4990.0,0.18789808917197454,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19135237443459477,0.19090584433855284
227,4991.0,0.1910828025477707,1.0,0.0,1.0,0.0,sassena_ID0000005,0.191339542543067,0.19089736008973868
228,4992.0,0.1942675159235669,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19139407808205994,0.19088912838455208
229,4993.0,0.19745222929936307,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1913170867328935,0.19088116537782568
230,4994.0,0.20063694267515925,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19133847321877304,0.19087348333821677
